"CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male",HISPANIC OR LATINO AND RACE!!Total population,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race),HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races,"HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races",HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race,HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,Race alone or in combination with one or more other races!!Total population,Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native,Race alone or in combination with one or more other races!!Total population!!Asian,Race alone or in combination with one or more other races!!Total population!!Black or African American,Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander,Race alone or in combination with one or more other races!!Total population!!Some other race,Race alone or in combination with one or more other races!!Total population!!White,RACE!!Total population,RACE!!Total population!!One race,RACE!!Total population!!One race!!American Indian and Alaska Native,RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping,RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping,RACE!!Total population!!One race!!Asian,RACE!!Total population!!One race!!Asian!!Asian Indian,RACE!!Total population!!One race!!Asian!!Chinese,RACE!!Total population!!One race!!Asian!!Filipino,RACE!!Total population!!One race!!Asian!!Japanese,RACE!!Total population!!One race!!Asian!!Korean,RACE!!Total population!!One race!!Asian!!Other Asian,RACE!!Total population!!One race!!Asian!!Vietnamese,RACE!!Total population!!One race!!Black or African American,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander,RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan,RACE!!Total population!!One race!!Some other race,RACE!!Total population!!One race!!White,RACE!!Total population!!One race.1,RACE!!Total population!!Two or more races,RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native,RACE!!Total population!!Two or more races!!White and Asian,RACE!!Total population!!Two or more races!!White and Black or African American,RACE!!Total population!!Two or more races.1,SEX AND AGE!!Total population,SEX AND AGE!!Total population!!10 to 14 years,SEX AND AGE!!Total population!!15 to 19 years,SEX AND AGE!!Total population!!16 years and over,SEX AND AGE!!Total population!!18 years and over,SEX AND AGE!!Total population!!18 years and over!!Female,SEX AND AGE!!Total population!!18 years and over!!Male,SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!18 years and over.1,SEX AND AGE!!Total population!!20 to 24 years,SEX AND AGE!!Total population!!21 years and over,SEX AND AGE!!Total population!!25 to 34 years,SEX AND AGE!!Total population!!35 to 44 years,SEX AND AGE!!Total population!!45 to 54 years,SEX AND AGE!!Total population!!5 to 9 years,SEX AND AGE!!Total population!!55 to 59 years,SEX AND AGE!!Total population!!60 to 64 years,SEX AND AGE!!Total population!!62 years and over,SEX AND AGE!!Total population!!65 to 74 years,SEX AND AGE!!Total population!!65 years and over,SEX AND AGE!!Total population!!65 years and over!!Female,SEX AND AGE!!Total population!!65 years and over!!Male,SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!65 years and over.1,SEX AND AGE!!Total population!!75 to 84 years,SEX AND AGE!!Total population!!85 years and over,SEX AND AGE!!Total population!!Female,SEX AND AGE!!Total population!!Male,SEX AND AGE!!Total population!!Median age (years),SEX AND AGE!!Total population!!Sex ratio (males per 100 females),SEX AND AGE!!Total population!!Under 18 years,SEX AND AGE!!Total population!!Under 5 years,Total housing units,Zipcode
488,204,284,551,5,0,3,2,0,546,0,8,4,0,7,0,0,0,527,551,0,11,7,0,9,530,551,548,0,0,0,0,0,8,0,0,0,0,0,8,0,4,0,0,0,0,0,9,527,548,3,0,0,0,0,3,551,10,0,494,494,208,286,137.5,494,0,494,47,81,115,30,98,47,153,24,106,55,51,92.7,106,78,4,248,303,53.1,122.2,57,17,793,98068
8583,4641,3942,10886,521,0,237,238,46,10365,24,109,5,112,0,398,398,0,9717,10886,219,315,191,144,376,10436,10886,10148,40,0,0,0,0,109,30,45,0,34,0,0,0,5,112,15,97,0,0,36,9846,10148,738,0,21,24,174,738,10886,913,632,9121,8877,4731,4146,87.6,8877,387,8681,847,1288,1581,298,775,1062,3477,1871,2793,1638,1155,70.5,2793,573,349,5831,5055,49.7,86.7,2009,310,5451,98070
17620,9075,8545,24931,1691,24,1210,434,23,23240,8,2333,190,49,64,1383,1125,258,19213,24931,221,3202,454,255,788,21830,24931,23302,17,0,0,0,0,2333,866,535,352,217,74,242,47,190,49,0,0,27,22,297,20416,23302,1629,18,152,533,159,1629,24931,1818,1382,20124,19534,9963,9571,96.1,19534,882,18881,2645,3984,3720,1311,2136,1826,4961,2111,3836,2126,1710,80.4,3836,1150,575,12425,12506,43.1,100.7,5397,1391,10170,98072
16282,7810,8472,30370,1022,0,435,587,0,29348,37,10501,154,52,69,1544,1381,163,16991,30370,156,11480,485,143,506,19474,30370,28586,37,0,0,0,0,10501,5882,3460,170,120,295,498,76,154,52,52,0,0,0,123,17719,28586,1784,0,75,904,287,1784,30370,3078,2379,21950,20918,10127,10791,106.6,20918,1062,20053,2249,6198,5513,2523,1740,1319,3107,1650,2237,1156,1081,93.5,2237,525,62,15379,14991,38.4,97.5,9452,2072,9964,98074
15007,7743,7264,25762,1007,85,458,456,8,24755,171,8516,582,15,162,1170,958,212,14139,25762,474,9128,837,57,640,16088,25762,24398,263,125,0,0,0,8525,3600,3441,66,136,655,520,107,582,15,0,0,13,2,234,14779,24398,1364,0,124,528,130,1364,25762,2812,2480,19635,18297,9436,8861,93.9,18297,934,17578,1769,4122,5635,1509,1738,1449,2992,1500,2157,1167,990,84.8,2157,416,241,13351,12411,41.1,93,7465,1157,8542,98075
10005,4855,5150,13862,774,0,563,139,72,13088,0,1113,64,0,37,860,815,45,11014,13862,62,1818,182,56,615,12505,13862,12593,0,0,0,0,0,1121,384,448,162,59,53,15,0,64,0,0,0,0,0,172,11236,12593,1269,0,62,590,23,1269,13862,910,1000,11196,10725,5106,5619,110,10725,685,10304,1261,1709,2116,491,971,1494,3276,1737,2246,1012,1234,121.9,2246,486,23,6805,7057,44.5,103.7,3137,979,4743,98077
26808,13682,13126,41958,6550,0,3808,2240,502,35408,81,8013,2604,449,720,2991,2815,176,20550,41958,733,10471,4085,1210,5754,25750,41958,37033,81,7,0,0,7,8165,904,955,1587,347,1581,1684,1107,2668,449,146,76,20,207,3980,21690,37033,4925,17,455,974,674,4925,41958,2971,2332,33123,32260,16491,15769,95.6,32260,3364,30911,8779,6446,4363,2678,2389,2660,4906,2207,3323,1757,1566,89.1,3323,810,306,20921,21037,33,100.6,9698,2653,16067,98087
32893,16651,16242,50845,7365,72,6112,978,203,43480,1635,6648,2447,1068,293,3456,3246,210,27933,50845,2654,8975,3204,1614,4461,35896,50845,45322,1761,0,3,6,17,6651,1319,662,1588,242,874,1264,702,2471,1073,266,78,484,245,2439,30927,45322,5523,69,587,1616,394,5523,50845,3906,3904,39061,37283,18780,18503,98.5,37283,3216,35569,6791,8184,6590,3664,2647,3279,7258,3739,5555,3002,2553,85,5555,1301,515,25430,25415,35.9,99.9,13562,3109,17689,98092
10980,5047,5933,14528,653,16,399,232,6,13875,27,3975,1182,0,14,644,579,65,8033,14528,175,4414,1379,109,354,9087,14528,13689,38,0,0,0,0,4037,1536,1799,211,32,270,144,45,1182,0,0,0,0,0,136,8296,13689,839,31,37,265,97,839,14528,30,147,14127,14092,6183,7909,127.9,14092,1614,13894,5082,2029,1478,138,832,911,2646,870,2034,1151,883,76.7,2034,850,314,6424,8104,35.1,126.2,436,233,11914,98101
21674,9888,11786,25396,1311,87,695,519,10,24085,108,3209,662,134,60,2190,2013,177,17722,25396,477,4725,998,260,696,20915,25396,22750,108,0,0,0,0,3253,1032,1222,202,117,409,148,123,662,134,0,0,0,134,220,18373,22750,2646,0,327,1378,322,2646,25396,436,198,23952,23907,10765,13142,122.1,23907,1734,23793,11200,4545,2688,353,1041,738,2183,1269,1898,1035,863,83.4,1898,496,133,11410,13986,33.3,122.6,1489,565,16621,98102
41843,21489,20354,52210,3509,338,1722,1314,135,48701,21,4952,1125,115,166,3234,3069,165,39088,52210,751,7662,1655,512,1975,44766,52210,47404,37,0,0,0,0,4983,697,1405,461,595,802,627,396,1141,115,16,42,33,24,826,40302,47404,4806,30,526,2277,368,4806,52210,1839,1404,45654,45055,23233,21822,93.9,45055,3678,44369,16224,8824,5974,1968,2179,2113,6793,3822,5606,2852,2754,96.6,5606,1136,648,26972,25238,33.7,93.6,7155,2401,26873,98103
11638,4406,7232,14469,1241,49,494,529,169,13228,107,3905,1405,63,58,907,899,8,6783,14469,579,4484,1907,75,691,8223,14469,13222,107,0,0,22,0,3958,139,1904,370,243,363,396,543,1448,63,0,0,25,38,415,7231,13222,1247,155,183,403,121,1247,14469,211,213,13959,13875,5236,8639,165,13875,1277,13769,4846,1989,1491,94,967,665,2958,1182,2577,1503,1074,71.5,2577,764,631,5519,8950,36,162.2,594,139,9547,98104
35847,17632,18215,49448,3064,92,1601,1164,207,46384,462,11328,1292,80,35,3578,3301,277,29609,49448,1261,13959,2044,328,1427,35157,49448,45167,478,0,0,0,13,11387,1530,5356,603,644,1366,1175,713,1315,80,0,31,15,34,706,31201,45167,4281,22,553,2058,410,4281,49448,1445,7793,44363,43773,21419,22354,104.4,43773,13347,32461,9634,4373,3712,1711,1100,1095,4185,2103,3635,1877,1758,93.7,3635,1181,351,24357,25091,24.1,103,5675,1603,18732,98105
19944,10642,9302,27489,4072,162,3053,826,31,23417,136,4138,3482,232,135,2916,2768,148,12378,27489,1265,5413,5107,358,2813,16793,27489,23555,172,0,5,0,0,4255,192,646,1243,112,197,525,1340,3489,232,5,0,202,25,2059,13348,23555,3934,395,619,858,913,3934,27489,1235,1017,22622,22095,11608,10487,90.3,22095,1629,21714,6334,4408,3260,1537,1857,1426,3773,1845,2947,1900,1047,55.1,2947,653,449,14092,13397,35.4,95.1,5394,1839,11759,98106
21252,10858,10394,27116,1662,13,824,775,50,25454,34,3514,90,0,124,1514,1205,309,20178,27116,340,4496,272,0,1326,22945,27116,24920,48,0,0,18,0,3534,189,1910,280,119,530,258,248,90,0,0,0,0,0,438,20810,24920,2196,0,205,925,91,2196,27116,916,603,24122,23891,12000,11891,99.1,23891,1805,23478,8967,5114,3071,620,1202,715,3211,1902,2791,1810,981,54.2,2791,599,290,13437,13679,34.1,101.8,3225,1312,15425,98107
15900,8093,7807,23759,2974,42,2170,753,9,20785,87,8792,4353,49,75,1424,1345,79,6005,23759,1094,9629,5275,230,1577,7976,23759,21981,624,0,0,0,0,8858,120,3641,2024,311,44,886,1832,4549,49,0,8,0,41,1236,6665,21981,1778,134,203,425,277,1778,23759,1568,1203,18901,18368,9089,9279,102.1,18368,1560,17470,3682,3578,3508,1571,1098,1194,4190,2145,3378,1839,1539,83.7,3378,962,271,11837,11922,37.1,100.7,5391,1419,8911,98108
21663,10414,11249,29376,1536,4,749,507,276,27840,85,7081,967,33,53,1371,1294,77,18250,29376,717,7760,1276,90,689,20845,29376,27495,107,0,0,0,0,7081,3187,2361,274,413,308,375,163,1046,33,0,0,30,3,207,19021,27495,1881,12,549,635,154,1881,29376,440,438,27606,27507,12944,14563,112.5,27507,2463,27192,12486,4692,2904,540,921,1147,3189,1360,2597,1424,1173,82.4,2597,628,609,13889,15487,32.2,111.5,1869,748,20291,98109
18677,9824,8853,24557,654,12,379,149,114,23903,58,688,21,4,209,1157,916,241,21766,24557,242,1392,261,121,680,23315,24557,23228,58,0,0,0,0,753,140,178,194,69,90,41,41,21,4,0,4,0,0,308,22084,23228,1329,24,115,529,127,1329,24557,1683,1536,19946,19246,10100,9146,90.6,19246,610,18719,1451,3028,3438,1420,1839,2062,7687,4419,6441,3301,3140,95.1,6441,1663,359,12818,11739,49.2,91.6,5311,1049,10430,98110
18785,9423,9362,24412,1062,80,493,481,8,23350,119,2164,729,0,92,1429,1340,89,18817,24412,303,3078,1127,148,509,20957,24412,22787,131,0,0,0,0,2164,655,533,120,242,111,242,261,765,17,0,0,17,0,265,19445,22787,1625,38,82,825,236,1625,24412,1159,1360,20903,20248,10184,10064,98.8,20248,1224,19541,4576,3736,3521,1170,1598,1421,4548,2497,3703,1889,1814,96,3703,907,299,12251,12161,39.2,99.3,4164,944,11483,98112
40547,20820,19727,53729,2485,51,1254,1033,147,51244,58,6790,866,67,155,3172,2972,200,40136,53729,805,9003,1583,182,1606,44871,53729,49771,100,0,0,22,0,6840,861,3334,550,487,496,752,360,971,85,0,0,52,33,754,41021,49771,3958,1,515,1825,488,3958,53729,2663,2430,44901,43599,22301,21298,95.5,43599,3393,42467,10902,7759,7471,3181,3712,2777,8630,4549,6927,3770,3157,83.7,6927,1522,856,27358,26371,37.1,96.4,10130,2514,23622,98115
21239,10405,10834,27190,1139,115,601,328,95,26051,66,1375,891,20,0,2117,1922,195,21582,27190,396,2897,1346,224,541,24499,27190,24812,66,0,0,0,0,1392,62,340,214,71,258,281,166,891,20,0,19,0,1,162,22281,24812,2378,0,232,1155,225,2378,27190,1316,708,22881,22602,11307,11295,99.9,22602,1103,22225,4879,5180,3770,1159,1700,1823,4856,2330,3929,2144,1785,83.3,3929,1180,419,13694,13496,39.1,98.6,4588,1623,13727,98116
27072,13834,13238,36365,1525,23,660,778,64,34840,128,2384,502,30,84,2653,2204,449,29059,36365,752,3846,1047,93,1254,32558,36365,33366,150,16,0,0,0,2411,537,566,378,313,320,183,114,530,30,0,30,0,0,587,29658,33366,2999,1,415,1232,380,2999,36365,2207,1288,29596,28891,14623,14268,97.6,28891,1422,28226,5552,6692,5776,2039,2202,2129,5947,3199,4731,2682,2049,76.4,4731,1067,465,18032,18333,39.9,101.7,7474,2327,15332,98117
34687,17419,17268,48937,4165,64,2570,1176,355,44772,157,13039,9767,351,526,3539,3279,260,17393,48937,1400,15168,11567,719,3383,22217,48937,44310,361,103,0,0,0,13087,220,2854,2817,700,220,2059,4217,9916,351,119,38,113,81,2341,18254,44310,4627,156,447,1446,660,4627,48937,2562,2308,40152,39221,19646,19575,99.6,39221,2208,38147,9819,6154,7573,2561,3285,2855,8104,4035,6526,3642,2884,79.2,6526,1465,1026,24483,24454,38.4,99.9,9716,3086,19002,98118
21420,11058,10362,26094,1902,132,1303,407,60,24192,266,3153,685,26,111,2273,2106,167,17678,26094,931,4314,1231,187,901,21431,26094,23341,277,0,0,11,0,3206,654,1151,388,267,411,218,117,697,26,0,0,0,26,288,18847,23341,2753,9,547,934,394,2753,26094,654,1323,23345,23213,12206,11007,90.2,23213,2263,21354,7320,4235,2790,918,1311,1300,3714,1742,2860,1655,1205,72.8,2860,833,285,13429,12665,34,94.3,2881,1120,14760,98119
14401,6278,8123,21010,1614,77,1092,410,35,19396,0,6522,837,0,252,1224,943,281,10561,21010,316,7185,1194,68,1229,13054,21010,19206,18,0,0,0,0,6539,2348,2235,136,365,1039,377,39,837,0,0,0,0,0,503,11309,19206,1804,0,110,496,194,1804,21010,56,224,20460,20434,8744,11690,133.7,20434,995,20207,9120,3456,2177,156,1038,1341,2988,1612,2124,879,1245,141.6,2124,352,160,9006,12004,34.2,133.3,576,323,15277,98121
33179,16099,17080,41541,3419,36,2011,1237,135,38122,207,5530,4386,19,278,3806,3545,261,23896,41541,1072,8027,5842,447,2135,29439,41541,36638,358,0,15,0,0,5550,1283,1514,411,377,816,875,274,4408,29,1,28,0,0,1170,25123,36638,4903,41,290,1858,955,4903,41541,1083,2277,37958,37370,17798,19572,110,37370,5687,34782,14150,6455,3897,1107,1295,1434,3893,1989,3010,1547,1463,94.6,3010,625,396,19931,21610,30.9,108.4,4171,1146,23433,98122
32105,16219,15886,43386,3029,0,1716,1236,77,40357,186,6703,3639,49,45,2450,2184,266,27285,43386,614,8128,4208,327,1860,31529,43386,40368,223,0,0,0,0,6714,486,2357,954,388,842,1258,429,3640,49,0,0,49,0,1048,28694,40368,3018,19,290,1158,413,3018,43386,1589,1341,37011,36551,18104,18447,101.9,36551,3149,35692,9025,6377,5648,1851,2366,2420,8521,3941,7007,3947,3060,77.5,7007,1974,1092,21535,21851,37.6,101.5,6835,2613,20488,98125
16380,8672,7708,22030,1396,52,734,465,145,20634,99,2584,2695,59,81,1530,1444,86,13586,22030,708,3173,3431,136,782,16035,22030,19973,148,0,0,0,0,2584,176,350,666,113,376,485,418,2873,59,23,0,10,26,240,14069,19973,2057,34,407,499,354,2057,22030,1090,609,17902,17686,9457,8229,87,17686,622,17356,4172,4292,3188,1416,1240,1111,3451,1949,2842,1612,1230,76.3,2842,585,308,11775,10255,38.5,87.1,4344,1448,10784,98126
37168,19142,18026,50153,4667,83,2924,1465,195,45486,98,7398,4976,270,372,3068,2994,74,29304,50153,1316,9468,5779,490,2890,35251,50153,45828,131,0,14,9,0,7538,433,2137,1563,440,984,1404,577,5006,270,27,20,222,1,1720,31163,45828,4325,38,724,1616,530,4325,50153,2064,1873,42783,42097,21748,20349,93.6,42097,2489,41054,9380,7988,5978,1990,3531,2962,11031,4957,9099,5237,3862,73.7,9099,2557,1585,25983,24170,40.2,93,8056,2799,23479,98133
764,163,601,808,79,0,55,10,14,729,7,101,86,0,0,56,44,12,479,808,43,127,123,0,39,563,808,724,7,0,0,0,0,101,28,27,21,7,0,16,2,86,0,0,0,0,0,18,512,724,84,33,0,26,1,84,808,0,11,802,802,170,632,371.8,802,144,769,180,92,106,0,57,27,203,145,185,50,135,270,185,22,18,176,632,41.2,359.1,6,6,290,98134
13292,6483,6809,17245,1871,13,1388,470,0,15374,5,625,347,0,0,944,894,50,13453,17245,249,1267,790,55,885,15769,17245,15569,5,0,0,0,0,647,0,188,104,133,25,131,66,347,0,0,0,0,0,356,14214,15569,1676,0,119,530,349,1676,17245,723,571,14774,14448,7231,7217,99.8,14448,480,14249,2847,3489,2343,704,1386,1346,3104,1541,2374,1266,1108,87.5,2374,551,282,8565,8680,40.5,101.3,2797,982,8304,98136
23586,11075,12511,31648,3303,19,2053,1102,129,28345,223,6486,4764,214,216,2100,2039,61,14342,31648,982,7810,5928,310,2334,17401,31648,28962,298,0,0,0,0,6521,551,2547,527,633,385,686,1192,4794,214,96,0,0,118,1796,15339,28962,2686,261,117,834,439,2686,31648,1468,1141,27353,26803,12409,14394,116,26803,1577,26351,7426,5204,4069,1272,1767,1189,5878,3191,5175,2821,2354,83.4,5175,1425,559,14643,17005,38.1,116.1,4845,1360,14870,98144
18098,9419,8679,27879,6315,0,5048,1134,133,21564,247,5132,1702,81,187,1272,1251,21,12943,27879,842,6052,2079,219,4710,16070,27879,25967,450,0,0,0,0,5132,52,326,1392,213,75,1046,2028,1702,94,11,0,70,13,4171,14418,25967,1912,31,240,710,162,1912,27879,1752,1749,22806,21966,10943,11023,100.7,21966,1668,21196,3476,4461,4331,1409,1713,1713,5186,2849,4069,2157,1912,88.6,4069,816,404,13878,14001,39.4,100.9,5913,1538,10774,98146
7323,3478,3845,11068,3177,42,2396,439,300,7891,2,1289,1556,158,0,747,610,137,4139,11068,326,1609,2105,240,2448,5973,11068,9599,11,0,0,0,0,1289,58,19,315,83,46,580,188,1575,164,0,6,127,31,1828,4732,9599,1469,95,106,138,325,1469,11068,593,570,8727,8497,3977,4520,113.7,8497,839,8191,1736,1591,1459,653,767,602,1571,696,1299,747,552,73.9,1299,451,152,5391,5677,35.9,105.3,2571,959,4394,98148
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,98154
26696,13604,13092,36081,2656,0,1779,804,73,33425,215,5103,1520,78,167,2203,2106,97,24139,36081,680,6582,1944,283,1881,27790,36081,33283,224,0,0,81,0,5133,406,1832,786,463,463,750,433,1520,91,0,69,13,9,1246,25069,33283,2798,11,344,1204,288,2798,36081,1778,1635,29633,28947,14935,14012,93.8,28947,1901,28255,5579,5190,5209,2209,2265,2215,7370,3821,6131,3402,2729,80.2,6131,1494,816,18723,17358,40.1,92.7,7134,1969,14218,98155
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,98158
142,51,91,250,70,0,0,70,0,180,0,38,0,0,0,0,0,0,142,250,0,58,0,0,70,212,250,180,0,0,0,0,0,38,0,0,0,0,38,0,0,0,0,0,0,0,0,0,142,180,70,0,0,0,0,70,250,0,0,230,230,68,162,238.2,230,36,230,40,111,0,0,0,12,43,22,31,9,22,244.4,31,9,0,88,162,36.9,184.1,20,20,207,98164
16904,8218,8686,22599,2922,9,1401,1249,263,19677,40,1397,714,36,8,1342,947,395,16140,22599,456,1875,1178,130,2237,18424,22599,21043,121,0,0,0,0,1397,14,123,274,116,45,397,428,769,36,0,0,0,36,1751,16969,21043,1556,19,221,351,267,1556,22599,1134,1082,18792,18352,8892,9460,106.4,18352,866,17814,2699,3822,2598,1354,1736,1921,5554,2589,4266,2169,2097,96.7,4266,957,720,10996,11603,43.3,105.5,4247,1121,9724,98166
21966,10549,11417,34614,8558,34,6267,2138,119,26056,112,7148,4226,499,195,1440,1353,87,12436,34614,804,7810,5156,774,5914,17598,34614,31395,132,6,21,0,57,7183,269,128,842,69,175,2802,2898,4325,512,148,0,44,320,4311,14932,31395,3219,6,474,450,309,3219,34614,2215,2217,27885,27112,12949,14163,109.4,27112,1841,25862,5563,5073,5031,1843,2148,2202,5599,2788,4284,2307,1977,85.7,4284,1080,416,16900,17714,37.6,104.8,7502,2197,12934,98168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,0,0,0,98174
15385,8017,7368,20561,696,34,275,299,88,19865,141,1791,445,0,154,1190,1096,94,16144,20561,523,2591,543,69,524,17799,20561,19148,224,0,0,0,0,1791,117,775,148,170,169,173,239,445,0,0,0,0,0,217,16471,19148,1413,10,239,688,43,1413,20561,1212,1185,16871,16142,8373,7769,92.8,16142,664,15784,1837,2899,2965,1317,1622,1497,5242,2773,4451,2331,2120,90.9,4451,1165,513,10506,10055,46.2,95.7,4419,912,8093,98177
17482,8483,8999,26282,2386,32,1544,629,181,23896,264,7507,6338,68,156,1619,1421,198,7944,26282,619,8409,7736,159,2181,9311,26282,24316,376,0,0,0,0,7577,401,1992,963,361,121,1231,2508,6392,68,0,0,25,43,1763,8140,24316,1966,10,150,257,535,1966,26282,1301,1134,21308,20651,10146,10505,103.5,20651,1006,20309,4185,4030,3453,1881,1893,1696,5094,2900,4125,2292,1833,80,4125,712,513,13161,13121,40,99.7,5631,1578,10118,98178
17695,7672,10023,27524,4992,28,3526,1194,244,22532,84,4405,6789,999,48,1564,1429,135,8643,27524,692,5287,7284,1252,4406,10956,27524,25421,84,0,20,0,0,4440,810,650,816,314,51,1176,623,6852,1054,36,8,282,728,3893,9098,25421,2103,28,307,558,320,2103,27524,1776,1319,22290,21961,9770,12191,124.8,21961,1689,21280,4891,4604,3070,1578,1981,1541,4519,2178,3711,1724,1987,115.3,3711,1108,425,12169,15355,37.3,126.2,5563,1364,11588,98188
1783,867,916,2259,177,0,88,79,10,2082,4,718,119,14,0,230,209,21,997,2259,13,933,129,21,118,1319,2259,1995,4,0,0,0,0,733,171,418,45,10,54,25,10,119,14,0,10,0,4,63,1062,1995,264,0,9,183,10,264,2259,0,1711,2259,2164,1169,995,85.1,2164,492,270,33,23,0,0,0,0,0,0,0,0,0,-,0,0,0,1260,999,19.2,79.3,95,0,0,98195
24325,12566,11759,38919,7888,183,4996,2575,134,31031,193,4418,4595,1416,122,2540,2501,39,17747,38919,1045,5784,5462,1873,6307,22463,38919,35314,296,0,10,32,0,4418,916,470,1009,200,177,612,1034,4633,1450,0,0,368,1082,5268,19249,35314,3605,46,500,859,491,3605,38919,2051,2051,31084,30270,15123,15147,100.2,30270,2219,29042,6396,6007,4558,2689,2110,2239,7266,3205,5986,3462,2524,72.9,5986,1556,1225,19644,19275,37,98.1,8649,2613,15198,98198
16470,8111,8359,22890,1432,8,1037,279,108,21458,0,2640,344,96,125,1447,1382,65,16806,22890,275,3626,724,96,535,19453,22890,21136,14,0,0,0,0,2760,893,953,338,162,158,111,145,344,96,0,0,2,94,217,17705,21136,1754,0,208,795,362,1754,22890,1321,479,18578,18402,8832,9570,108.4,18402,521,18200,4255,4288,3482,1369,1299,1147,3952,2099,3285,1732,1553,89.7,3285,882,304,11110,11780,38.9,106,4488,1444,10647,98199
23821,11396,12425,30669,2949,14,1861,817,257,27720,287,1000,918,520,139,2259,2105,154,22597,30669,1577,1830,1629,864,1609,27110,30669,27464,320,16,5,0,0,1009,58,125,403,51,90,120,162,964,520,0,51,455,14,670,23981,27464,3205,0,684,587,330,3205,30669,1627,1487,25720,25163,12014,13149,109.4,25163,1677,24268,5546,4043,4201,1573,1915,2271,6202,3297,4900,2580,2320,89.9,4900,1016,587,14540,16129,39.3,110.9,5506,1429,14643,98201
26162,13050,13112,36164,6150,0,3968,1806,376,30014,141,2830,2381,183,63,1923,1841,82,22493,36164,1179,3640,3296,323,2724,28576,36164,33057,237,21,0,0,1,2854,148,331,645,129,108,950,543,2381,183,82,42,15,44,1703,25699,33057,3107,24,675,441,555,3107,36164,2222,2022,29671,28942,14498,14444,99.6,28942,1888,27632,5881,4613,4633,1878,3155,2857,6566,3177,4952,2592,2360,91,4952,1078,697,18093,18071,39.3,99.9,7222,2063,14620,98203
